源文件名,中文字符串,Chinese string
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,基材,Substrate
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,A面净,A side clean
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,B面净,B side clean
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,基材公差±,Base material tolerance ±
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,基材公差下偏差-,Substrate tolerance lower deviation -
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,基材预警公差±,Base material warning tolerance ±
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,基材预警公差下偏差-,Substrate warning tolerance deviation -
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,产品型号,Product number
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,产品型号,Product number
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,涂布模式,Coating mode
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,涂布模式,Coating mode
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,基材宽度,Substrate width
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,基材宽度,Substrate width
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,膜区个数,Number of membrane areas
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,膜区个数,Number of membrane areas
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,膜区宽度,Membrane area width
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,宽度一致？,Same width?
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,单面公差±,Single side tolerance ±
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,单面公差±,Single side tolerance ±
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,单面公差下偏差-,Single-sided tolerance lower deviation -
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,单面预警公差±,Single-sided warning tolerance ±
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,单面预警公差下偏差-,Single-sided warning tolerance lower deviation -
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,双面公差下偏差-,Double-sided tolerance lower deviation -
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,双面预警公差±,Double-sided warning tolerance ±
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,双面预警公差下偏差-,Double-sided warning tolerance lower deviation-
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,双面公差±,Double-sided tolerance ±
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,单面膜区公差±,Single-sided film area tolerance ±
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,单面膜区预警公差±,Single-side film area warning tolerance ±
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,双面膜区公差±,Double-sided film area tolerance ±
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,双面膜区预警公差±,Double-sided film area warning tolerance ±
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,单面膜区公差下偏差-,Single-sided film area tolerance lower deviation -
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,单面膜区预警公差下偏差-,Single-sided film area warning tolerance lower deviation -
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,双面面膜区公差下偏差-,Double-sided mask area tolerance lower deviation -
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,双面膜区预警公差下偏差-,Double-sided film area warning tolerance lower deviation -
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,膜区宽度,Membrane area width
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,规格宽度,Specification width
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,克隆当前,Clone Current
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,保存当前,Save Current
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,删除当前,Delete current
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,恢复初始值,Restore initial value
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,导入,Import
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,导出,Export
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,工艺参数文件|*.proc,Process parameter file | *.proc
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,导出工艺参数,Export process parameters
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,配方文件|*.proc,Recipe Files | *.proc
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,导入工艺参数,Import process parameters
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,你好,Hello
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,扩展参数,Extended Parameters
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,同步至分站,Synchronize to substation
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,同步后切换至当前,Switch to current after synchronization
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,加载默认值,Loading Defaults
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,厚度参数,Thickness parameters
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,使用,use
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,K 值,K value
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,K 值,K value
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,B 值,B value
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,B 值,B value
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,二次项系数,Quadratic coefficient
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,去除基材,Removal of substrate
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,类型,type
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,标定原始数据,Calibration of raw data
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,标定原始数据,Calibration of raw data
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,温补系数,Temperature compensation coefficient
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,温补系数,Temperature compensation coefficient
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,二次项系数,Quadratic coefficient
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,备注,Remark
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,重转厚系数,Heavy rotation thickness coefficient
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,重转厚系数,Heavy rotation thickness coefficient
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,工艺参数,Process parameters
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,配方参数,Recipe parameters
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,厚度配方,Thickness formula
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,状态描述,status description
\KFCK.ThicknessMeterMWS\Controls\IntelligentFormulaManageUserControl.Designer.cs,扩展参数,Extended Parameters
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.cs,加载 {dataSourceComboBoxEdit.Text} 日志文件失败。,Failed to load the {dataSourceComboBoxEdit.Text} log file.
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.cs,抱歉，未能成功加载 {dataSourceComboBoxEdit.Text} 的日志文件！,"Sorry, failed to load the log file for {dataSourceComboBoxEdit.Text}!"
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,清除日志,Clear Logs
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,及 {n} 天之前的日志,and logs from {n} days ago
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,用户,user
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,关键字,Keywords
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,日期,date
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,查询,Inquire
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,全部日志,All logs
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,全部日志,All logs
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,操作日志,Operation log
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,关键参数日志,Key parameter log
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,类别,category
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,数据源,data source
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,本地,local
\KFCK.ThicknessMeterMWS\Controls\LogFileViewerXtraUserControl.Designer.cs,本地,local
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.cs,尚未就绪！,Not ready yet!
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.cs,仍在查询多架参数。,Still querying multiple rack parameters.
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.cs,是否应用本次测长结果？,Should the length measurement result be applied?
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.cs,请先停止测长！,Please stop measuring length first!
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,位置,Location
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,架号,Frame number
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,运动参数,Motion Parameters
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,扫描速度,Scan speed
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,扫描宽度,Scan width
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,换向时间,Reversing time
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,色标状态,Color code status
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,测头色标,Probe color code
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,固定色标,Fixed color scale
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,测长数据,Length measurement data
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,本架色标间距,Color mark spacing of this rack
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,本架与一架间距,The distance between this rack and the next rack
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,修正状态,Correction Status
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,多架参数,Multiple rack parameters
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,本架色标间距,Color mark spacing of this rack
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,本架与一架间距,The distance between this rack and the next rack
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,间距修正,Spacing correction
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,动态测长误差,Dynamic length measurement error
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,放弃行程阈值,Abandoned trip threshold
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,跟边距离,Distance from edge
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,开始测长,Start measuring length
\KFCK.ThicknessMeterMWS\Controls\MeasureLengthUserControl.Designer.cs,停止测长,Stop measuring length
\KFCK.ThicknessMeterMWS\Controls\MultiShelfDiagnoseUserControl.cs,未连接到分站，无法打开多架诊断工具！,"Not connected to the substation, unable to open multi-rack diagnostic tool!"
\KFCK.ThicknessMeterMWS\Controls\MultiShelfDiagnoseUserControl.cs,意外：未找到控件归属参数组。,Unexpected: Control belonging parameter group not found.
